"","nameGiven","yearID","adjusted_salary","teamID","bats","G","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","Rank","W","L","rank_delta","batting_Average","homerun_Average"
"169","Michael Kendall",1986,1382343.72074071,"BAL","L",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,73,89,1,0,0
"170","Timothy Earl",1986,414119.101274026,"SDN","L",134,368,48,103,11,2,3,28,3,6,54,61,4,5,3,2,8,4,74,88,1,0.279891304347826,0.00815217391304348
"171","Scott Brian",1986,610374.483400441,"TEX","R",147,530,82,159,34,5,3,50,12,11,47,59,0,4,10,3,10,2,87,75,0,0.3,0.00566037735849057
"172","Thomas Michael",1986,453729.704474664,"PHI","L",39,61,8,18,2,1,0,5,2,0,10,11,1,0,0,1,1,2,86,75,0,0.295081967213115,0
"173","Thomas Michael",1986,453729.704474664,"MON","L",64,202,18,52,13,2,1,18,8,3,20,26,5,0,2,3,3,4,78,83,1,0.257425742574257,0.00495049504950495
"174","Silton Ray",1986,518548.23368533,"CHN","L",42,6,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,5,70,90,1,0.166666666666667,0
"175","Silton Ray",1986,518548.23368533,"MIN","L",15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,71,91,1,0,0
"176","Curtis Glenn",1986,129637.058421333,"SLN","L",85,214,30,53,15,2,2,29,13,5,23,29,2,0,1,2,1,3,79,82,1,0.247663551401869,0.00934579439252336
"177","Robert Herbert",1986,1139153.24161285,"SLN","R",34,76,7,13,4,1,2,12,0,0,0,24,0,0,11,1,1,3,79,82,1,0.171052631578947,0.0263157894736842
"178","Kenneth Roth",1986,216061.764035554,"CAL","R",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,70,0,0,0
"179","Terry Jay",1986,367304.998860442,"CAL","L",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,70,0,0,0
"180","George Arthur",1986,129637.058421333,"NYN","R",72,233,28,53,6,1,13,38,1,1,21,53,1,0,0,2,7,1,108,54,0,0.227467811158798,0.055793991416309
"181","George Arthur",1986,6049729.39299552,"NYN","R",72,233,28,53,6,1,13,38,1,1,21,53,1,0,0,2,7,1,108,54,0,0.227467811158798,0.055793991416309
"182","George Arthur",1986,129637.058421333,"CHA","R",15,51,2,11,0,2,1,4,0,0,3,8,0,0,0,0,2,5,72,90,1,0.215686274509804,0.0196078431372549
"183","George Arthur",1986,6049729.39299552,"CHA","R",15,51,2,11,0,2,1,4,0,0,3,8,0,0,0,0,2,5,72,90,1,0.215686274509804,0.0196078431372549
"184","Julio Cesar",1986,1242355.14320444,"CLE","R",149,599,80,183,30,5,10,74,10,7,32,66,1,0,0,5,28,5,84,78,0,0.30550918196995,0.01669449081803
"185","Terry Jon",1986,540154.410088886,"CHN","L",86,124,13,31,3,0,2,8,0,1,6,8,0,1,0,2,3,5,70,90,1,0.25,0.0161290322580645
"186","George Allen",1986,1368390.4520193,"CHN","R",35,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,70,90,1,0,0
"187","George Allen",1986,1368390.4520193,"MIN","R",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,71,91,1,0,0
"188","Gary Joseph",1986,1112718.0847831,"MIN","R",157,596,91,171,34,1,34,108,14,15,52,108,4,6,1,6,18,6,71,91,1,0.286912751677852,0.0570469798657718
"189","Gregory Carpenter",1986,216061.764035554,"MIN","R",156,472,63,118,22,6,12,54,12,10,30,108,0,6,13,3,4,6,71,91,1,0.25,0.0254237288135593
"190","Andres Jose",1986,145841.690723999,"MON","R",105,321,39,87,13,0,10,42,6,5,30,79,5,3,1,1,8,4,78,83,1,0.271028037383178,0.0311526479750779
"191","Henry Eugene",1986,1699686.59728557,"ATL","R",61,6,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,6,72,89,1,0.166666666666667,0
"192","Damaso Domingo",1986,1706887.93588088,"TOR","R",122,424,57,119,22,0,6,46,9,6,13,32,0,4,2,3,14,4,86,76,1,0.280660377358491,0.0141509433962264
"193","Wesley Brian",1986,151243.234824888,"BOS","R",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,66,0,0,0
"194","Philip Mason",1986,1296370.58421333,"HOU","R",107,313,43,83,14,3,9,41,12,6,30,45,2,1,0,3,14,1,96,66,0,0.26517571884984,0.0287539936102236
"195","Scott William",1986,442926.616272886,"SFN","R",54,45,6,8,1,0,1,4,1,0,1,25,0,0,7,0,0,3,83,79,0,0.177777777777778,0.0222222222222222
"196","Steven Patrick",1986,2700772.05044443,"SDN","R",155,557,58,142,22,0,21,81,1,2,23,72,5,1,0,3,18,4,74,88,1,0.254937163375224,0.0377019748653501
"197","Richard Leo",1986,1404401.4662311,"BOS","L",135,462,49,119,29,0,16,65,1,0,37,61,13,4,1,5,15,1,95,66,0,0.257575757575758,0.0346320346320346
"198","John Michael",1986,140440.14662311,"NYN","R",8,19,4,9,4,0,1,1,0,0,3,5,1,0,0,0,1,1,108,54,0,0.473684210526316,0.0526315789473684
"199","Brian Jeffrey",1986,172849.411228443,"CHA","R",9,11,0,3,0,0,0,1,0,0,0,2,0,0,0,0,1,5,72,90,1,0.272727272727273,0
"200","Clinton Daniel",1986,378108.08706222,"SFN","R",102,351,55,97,16,1,4,29,27,10,39,59,3,5,7,0,5,3,83,79,0,0.276353276353276,0.0113960113960114
"201","Jose Rafael",1986,140440.14662311,"LAN","R",57,93,15,20,5,1,2,6,4,3,7,29,0,0,2,0,0,5,73,89,1,0.21505376344086,0.021505376344086
"202","Dwight Eugene",1986,2852015.28526932,"NYN","R",33,81,5,7,0,1,0,4,0,0,2,16,0,1,13,0,3,1,108,54,0,0.0864197530864197,0
"203","Richard Michael",1986,2261650.28183621,"SDN","R",45,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,4,74,88,1,0,0
"204","James William",1986,810231.615133328,"SFN","R",9,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,83,79,0,0,0
"205","Michael Lewis",1986,129637.058421333,"BOS","L",31,35,4,11,2,0,0,4,0,0,5,7,0,0,0,0,1,1,95,66,0,0.314285714285714,0
"206","Robert Anthony",1986,1080308.82017777,"CAL","R",98,313,42,84,18,0,9,30,1,3,39,54,1,3,10,1,9,1,92,70,0,0.268370607028754,0.0287539936102236
"207","Alfredo Claudino",1986,1247948.98227532,"OAK","B",162,594,74,169,23,6,4,51,33,16,35,52,6,2,12,6,5,3,76,86,0,0.284511784511784,0.00673400673400673
"208","George Kenneth",1986,2268648.52237332,"ATL","L",80,292,36,90,15,3,12,32,12,7,20,43,4,0,0,1,2,6,72,89,1,0.308219178082192,0.0410958904109589
"209","Gregory Eugene",1986,810231.615133328,"PHI","L",87,101,11,25,5,0,0,8,1,0,21,11,7,1,1,1,4,2,86,75,0,0.247524752475248,0
"210","Kevin Frank",1986,767019.262326217,"PHI","R",37,80,6,15,4,1,1,5,1,0,1,22,0,0,9,0,1,2,86,75,0,0.1875,0.0125
"211","Wayne Dale",1986,972277.938159994,"OAK","L",3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,76,86,0,0,0
"212","Wayne Dale",1986,129637.058421333,"OAK","L",3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,76,86,0,0,0
"213","Kelly Wayne",1986,190134.352351288,"TOR","R",87,143,20,28,4,1,5,15,2,5,5,27,0,0,2,2,4,4,86,76,1,0.195804195804196,0.034965034965035
"214","Mark Steven",1986,540154.410088886,"KCA","R",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,86,1,0,0
"215","Pedro",1986,2960046.16728709,"LAN","R",31,61,7,15,3,0,5,10,0,0,2,19,0,1,0,0,1,5,73,89,1,0.245901639344262,0.0819672131147541
"216","Oswaldo Jose",1986,324092.646053331,"CHA","L",159,547,58,137,19,4,2,47,8,4,12,52,1,1,12,5,14,5,72,90,1,0.250457038391225,0.0036563071297989
"217","David Lawrence",1986,138279.528982755,"CHN","R",38,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,70,90,1,0,0
"218","Joaquin Fernando",1986,361903.454759553,"BAL","R",61,145,8,27,3,0,0,4,3,1,3,27,0,1,2,1,3,7,73,89,1,0.186206896551724,0
"219","Jose Alberto",1986,162046.323026666,"TEX","R",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,75,0,0,0
"220","Anthony Keith",1986,1166733.52579199,"SDN","L",160,642,107,211,33,7,14,59,37,9,52,35,11,3,2,2,20,4,74,88,1,0.328660436137072,0.0218068535825545
"221","Bryan Edmund",1986,1683481.96498291,"OAK","R",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,86,0,0,0
"222","Jerry Wayne",1986,338497.483861582,"CHA","B",101,225,32,61,15,0,5,26,0,0,26,26,3,1,0,1,9,5,72,90,1,0.271111111111111,0.0222222222222222
"223","Melvin",1986,756216.17412444,"CLE","L",140,442,68,131,29,2,18,77,6,2,33,65,8,2,0,3,8,5,84,78,0,0.296380090497738,0.0407239819004525
"224","Jeffrey Robert",1986,129637.058421333,"LAN","R",71,147,22,33,5,0,5,19,0,0,2,43,1,0,0,2,3,5,73,89,1,0.224489795918367,0.0340136054421769
"225","Alan Robert",1986,144761.381903821,"KCA","R",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,86,1,0,0
"226","Terry Joe",1986,918262.497151105,"ATL","R",106,265,26,68,12,0,8,30,3,6,29,39,2,1,1,2,13,6,72,89,1,0.256603773584906,0.030188679245283
"227","Colbert Dale",1986,1512432.34824888,"TEX","R",95,289,36,63,18,2,7,41,2,5,44,53,0,2,3,3,7,2,87,75,0,0.217993079584775,0.0242214532871972
"228","Greg Allen",1986,669791.468510218,"TEX","B",73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,75,0,0,0
"229","Ronald William",1986,866133.275342247,"CHA","L",49,150,22,53,11,1,3,20,0,0,22,11,2,1,0,1,7,5,72,90,1,0.353333333333333,0.02
"230","William Augustus",1986,172849.411228443,"HOU","R",127,419,55,108,15,4,6,36,38,14,22,52,1,5,6,1,3,1,96,66,0,0.257756563245823,0.0143198090692124
"231","Michael Vaughn",1986,1440412.48044291,"MIN","R",115,317,40,88,13,3,3,32,2,1,19,26,2,0,0,4,8,6,71,91,1,0.277602523659306,0.00946372239747634
"232","Bradley David",1986,248471.028640887,"BAL","L",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,73,89,1,0,0
"233","Melton Andrew",1986,648185.292106663,"SDN","R",37,67,2,10,1,0,0,2,0,0,1,23,0,0,6,0,1,4,74,88,1,0.149253731343284,0
"234","Von Francis",1986,1404401.4662311,"PHI","L",158,610,107,186,46,2,19,98,24,12,74,77,9,1,1,4,14,2,86,75,0,0.304918032786885,0.0311475409836066
"235","Edward John",1986,129637.058421333,"NYN","R",49,136,16,36,5,0,4,10,0,1,12,19,0,0,2,1,4,1,108,54,0,0.264705882352941,0.0294117647058824
"236","Michael Thomas",1986,1152328.68798374,"SLN","R",65,190,19,39,8,1,4,25,2,3,23,36,4,1,1,1,5,3,79,82,1,0.205263157894737,0.0210526315789474
"237","Neal",1986,669791.468510218,"CLE","L",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,84,78,0,0,0
"238","Neal",1986,669791.468510218,"MIN","L",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,71,91,1,0,0
"239","Daniel William",1986,756216.17412444,"NYN","L",86,195,24,55,8,2,5,33,1,4,30,31,5,1,0,1,3,1,108,54,0,0.282051282051282,0.0256410256410256
"240","David Lee",1986,890174.467826483,"SEA","R",103,337,51,93,19,4,14,44,1,3,37,95,4,2,1,1,5,7,67,95,1,0.275964391691395,0.0415430267062315
"241","David Lee",1986,890174.467826483,"BOS","R",36,51,8,10,3,0,1,3,1,0,2,15,0,0,1,0,1,1,95,66,0,0.196078431372549,0.0196078431372549
"242","Steven Curtis",1986,432123.528071108,"OAK","R",11,26,2,2,1,0,0,3,0,0,0,5,0,0,0,1,3,3,76,86,0,0.0769230769230769,0
"243","George Andrew",1986,2029539.44996809,"CAL","R",102,283,45,77,13,1,14,47,1,1,26,41,5,1,4,3,11,1,92,70,0,0.27208480565371,0.049469964664311
"244","Thomas Anthony",1986,412677.969307909,"TOR","R",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,86,76,1,0,0
"245","Keith",1986,3565019.10658664,"NYN","L",149,551,94,171,34,1,13,83,2,1,94,69,9,4,0,3,14,1,108,54,0,0.310344827586207,0.0235934664246824
"246","Thomas Mitchell",1986,1620463.23026666,"SLN","B",152,559,48,141,30,4,2,61,22,8,73,75,10,5,6,4,8,3,79,82,1,0.252236135957066,0.0035778175313059
"247","Orel Leonard",1986,2160617.64035554,"LAN","R",37,71,4,17,3,0,0,8,0,1,1,17,0,0,10,0,1,5,73,89,1,0.23943661971831,0
"248","Joseph Thomas",1986,367304.998860442,"MON","L",15,23,0,0,0,0,0,0,0,0,2,18,0,0,3,0,1,4,78,83,1,0,0
"249","Donald Earl",1986,471446.769125579,"OAK","B",108,339,37,96,16,2,4,29,5,2,23,38,1,0,4,0,9,3,76,86,0,0.283185840707965,0.0117994100294985
"250","Marc Kevin",1986,432123.528071108,"CHA","R",22,19,2,3,0,0,0,0,0,0,1,3,0,1,0,0,0,5,72,90,1,0.157894736842105,0
"251","Glenn Edward",1986,756216.17412444,"BOS","R",12,23,1,5,2,0,0,1,0,0,2,3,0,0,0,1,1,1,95,66,0,0.217391304347826,0
"252","Brian John",1986,129637.058421333,"LAN","R",12,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,73,89,1,0,0
"253","Frederick Wayne",1986,1631266.31846843,"LAN","L",32,43,3,3,1,0,0,3,0,0,8,11,0,0,6,0,0,5,73,89,1,0.0697674418604651,0
"254","James Robert",1986,3889111.75263998,"ATL","R",141,517,70,141,22,0,27,87,1,4,52,72,8,2,0,10,16,6,72,89,1,0.272727272727273,0.0522243713733075
"255","Ricky Neal",1986,594169.851097774,"SLN","L",42,18,0,1,0,0,0,0,0,0,5,3,0,0,2,0,0,3,79,82,1,0.0555555555555556,0
"256","Charles Oliver",1986,1490826.17184532,"TEX","R",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,75,0,0,0
"257","Jay Canfield",1986,1145127.34938844,"OAK","R",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,86,0,0,0
"258","Jack Robert",1986,178250.955329332,"CAL","L",63,151,26,41,14,2,4,21,2,0,19,28,0,0,3,2,1,1,92,70,0,0.271523178807947,0.0264900662251656
"259","Kenneth",1986,378108.08706222,"LAN","R",62,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,73,89,1,0,0
"260","Dewey LaMarr",1986,2160617.64035554,"SDN","R",35,46,3,6,1,0,0,1,0,0,1,18,0,0,3,0,0,4,74,88,1,0.130434782608696,0
"261","Kent Allen",1986,2290254.69877687,"MIN","L",149,550,85,147,27,1,29,91,2,2,71,81,9,6,0,7,15,6,71,91,1,0.267272727272727,0.0527272727272727
"262","Glenn Dee",1986,1091111.90837955,"ATL","R",143,408,42,94,16,1,4,36,3,2,66,74,14,4,6,4,5,6,72,89,1,0.230392156862745,0.00980392156862745
"263","Charles Lynn",1986,599571.395198663,"PHI","B",36,43,2,2,0,0,0,0,0,0,1,19,0,0,7,0,0,2,86,75,0,0.0465116279069767,0
"264","Mark Lawrence",1986,216061.764035554,"KCA","R",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,86,1,0,0
"265","Mark Lawrence",1986,216061.764035554,"SEA","R",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,67,95,1,0,0
"266","Timothy Craig",1986,421320.439869331,"CHA","R",150,520,53,120,16,5,17,44,4,1,21,91,0,1,6,4,11,5,72,90,1,0.230769230769231,0.0326923076923077
"267","Thomas Hubert",1986,1728494.11228443,"PHI","R",48,11,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,2,86,75,0,0,0
"268","James Randall",1986,140440.14662311,"MON","R",21,48,4,10,0,0,2,5,0,0,5,16,2,0,0,0,2,4,78,83,1,0.208333333333333,0.0416666666666667
"269","Clinton Merrick",1986,259274.116842665,"SLN","L",78,154,18,30,5,1,3,15,0,0,26,38,0,1,1,2,2,3,79,82,1,0.194805194805195,0.0194805194805195
"270","Bruce Vee",1986,1069505.73197599,"BOS","L",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,66,0,0,0
"271","Peter Joseph",1986,453729.704474664,"TEX","R",153,540,82,135,21,2,30,88,3,2,55,185,2,4,0,7,9,2,87,75,0,0.25,0.0555555555555556
"272","Dane Charles",1986,453729.704474664,"SDN","L",90,106,10,24,2,1,2,11,0,0,2,21,0,0,0,1,2,4,74,88,1,0.226415094339623,0.0188679245283019
"273","Garth Ray",1986,662590.129914913,"TOR","R",137,327,30,85,19,1,3,44,3,0,20,47,0,1,1,2,7,4,86,76,1,0.259938837920489,0.00917431192660551
"274","Danny Lynn",1986,378108.08706222,"KCA","R",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,86,1,0,0
"275","Michael Ray",1986,129637.058421333,"PHI","R",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,75,0,0,0
"276","Reginald Martinez",1986,2383044.58395958,"CAL","L",132,419,65,101,12,2,18,58,1,1,92,115,11,3,0,3,14,1,92,70,0,0.241050119331742,0.0429594272076372
"277","Roy Lee",1986,248471.028640887,"MIN","R",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,71,91,1,0,0
"278","Brook Wallace",1986,945270.21765555,"CLE","R",158,583,83,168,30,4,17,80,2,1,56,137,5,0,1,1,15,5,84,78,0,0.288164665523156,0.0291595197255575
"279","Robert Harvey",1986,1199142.79039733,"CHA","R",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,72,90,1,0,0
"280","Larry Steven",1986,151243.234824888,"PHI","B",145,439,44,96,11,4,0,36,6,3,65,97,9,1,3,2,9,2,86,75,0,0.218678815489749,0
"281","Clifford",1986,1566447.78925777,"TOR","R",107,336,48,84,12,1,15,55,0,1,52,57,1,4,0,2,9,4,86,76,1,0.25,0.0446428571428571
"282","Howard Michael",1986,491540.513180886,"NYN","B",88,220,30,54,14,0,10,39,8,1,31,64,8,1,1,0,2,1,108,54,0,0.245454545454545,0.0454545454545455
"283","Joseph Richard",1986,226864.852237332,"ATL","R",17,26,2,3,0,0,0,1,0,0,1,12,0,0,2,1,0,6,72,89,1,0.115384615384615,0
"284","Joseph Richard",1986,226864.852237332,"TOR","R",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,86,76,1,0,0
"285","Wallace Darnell",1986,140440.14662311,"MON","B",61,127,13,36,3,1,1,10,6,3,7,9,0,0,0,0,2,4,78,83,1,0.283464566929134,0.0078740157480315
"286","Lynn Morris",1986,399714.263465775,"KCA","R",67,47,1,6,2,0,0,1,0,0,6,5,0,0,1,0,2,3,76,86,1,0.127659574468085,0
"287","Odell",1986,232266.396338221,"BAL","R",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,73,89,1,0,0
"288","Ruppert Sanderson",1986,1209945.8785991,"CAL","L",126,393,73,90,21,3,17,49,10,3,64,87,5,3,7,3,8,1,92,70,0,0.229007633587786,0.0432569974554707
"289","Wallace Keith",1986,140440.14662311,"CAL","L",154,593,82,172,27,3,22,100,5,2,57,58,8,2,10,12,11,1,92,70,0,0.290050590219224,0.0370994940978078
"290","Ronald Joseph",1986,129637.058421333,"CHA","R",37,97,13,24,7,0,4,13,1,0,9,37,0,1,1,1,3,5,72,90,1,0.247422680412371,0.0412371134020619
"291","Robert Henry",1986,648185.292106663,"SEA","R",81,204,23,49,10,0,6,25,0,2,12,35,1,0,9,1,6,7,67,95,1,0.240196078431373,0.0294117647058824
"292","Terrance Edward",1986,1987768.2291271,"SDN","L",141,432,46,114,22,1,12,57,0,3,37,74,7,2,4,1,10,4,74,88,1,0.263888888888889,0.0277777777777778
"293","Matthew Lon",1986,216061.764035554,"CHN","R",19,5,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,5,70,90,1,0.4,0
"294","Matthew Lon",1986,216061.764035554,"HOU","R",10,11,1,4,0,0,0,0,1,0,0,2,0,0,0,0,0,1,96,66,0,0.363636363636364,0
"295","Charles Patrick",1986,140440.14662311,"HOU","R",61,9,0,1,0,0,0,1,0,0,1,6,0,0,0,0,0,1,96,66,0,0.111111111111111,0
"296","James Lester",1986,194455.587631999,"CLE","R",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,84,78,0,0,0
"297","James Edward",1986,1193741.24629644,"TOR","R",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,86,76,1,0,0
"298","Michael Scott",1986,129637.058421333,"KCA","L",62,209,25,54,8,5,3,14,7,3,12,30,2,0,0,2,4,3,76,86,1,0.258373205741627,0.0143540669856459
"299","David Arthur",1986,1577250.87745955,"OAK","R",144,561,70,118,19,0,35,94,3,3,33,126,3,3,0,7,16,3,76,86,0,0.210338680926916,0.0623885918003565
"300","Ronald Dale",1986,864247.056142217,"CHA","R",86,296,34,63,11,0,17,48,2,1,28,87,0,3,0,6,10,5,72,90,1,0.212837837837838,0.0574324324324324
"301","Robert Wesley",1986,2160617.64035554,"HOU","L",42,91,2,9,2,1,0,1,0,0,0,44,0,0,4,0,0,1,96,66,0,0.0989010989010989,0
"302","Alan Lee",1986,172849.411228443,"SLN","R",34,82,8,16,3,0,1,6,1,1,17,21,0,0,0,1,1,3,79,82,1,0.195121951219512,0.0121951219512195
"303","Charles Ray",1986,1393598.37802932,"NYN","R",137,486,51,145,24,2,11,76,2,1,40,63,2,4,3,8,19,1,108,54,0,0.298353909465021,0.0226337448559671
"304","Wayne Richard",1986,691397.644913774,"MON","L",101,221,21,53,6,2,2,23,2,4,22,32,3,0,2,2,2,4,78,83,1,0.239819004524887,0.00904977375565611
"305","William Culp",1986,421320.439869331,"OAK","L",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,86,0,0,0
"306","John Martin",1986,129637.058421333,"SDN","L",122,278,33,86,16,2,4,38,2,4,45,58,0,0,2,2,11,4,74,88,1,0.309352517985612,0.0143884892086331
"307","Michael Edward",1986,1609660.14206488,"SFN","R",35,82,7,12,1,0,0,8,1,0,4,25,0,0,12,0,1,3,83,79,0,0.146341463414634,0
"308","Randy Scott",1986,129637.058421333,"SFN","R",71,186,28,44,9,1,7,16,6,5,11,41,0,0,6,0,3,3,83,79,0,0.236559139784946,0.0376344086021505
"309","Michael James",1986,486138.969079997,"SFN","R",37,61,8,14,2,0,2,9,0,0,3,24,0,0,5,0,0,3,83,79,0,0.229508196721311,0.0327868852459016
"310","Leondaus",1986,1566447.78925777,"BAL","R",130,491,77,141,18,0,11,47,4,6,37,71,2,0,4,5,12,7,73,89,1,0.287169042769857,0.0224032586558045
"311","Peter Linwood",1986,345698.822456887,"SEA","R",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,67,95,1,0,0
"312","Michael Russell",1986,156644.778925777,"SLN","L",18,46,7,10,4,0,3,8,0,0,5,18,1,1,0,0,1,3,79,82,1,0.217391304347826,0.0652173913043478
"313","Jeffrey Allen",1986,972277.938159994,"SLN","R",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,82,1,0,0
"314","Steven Michael",1986,129637.058421333,"CHN","R",10,19,4,8,1,0,0,4,0,0,1,2,1,0,1,0,1,5,70,90,1,0.421052631578947,0
"315","Steven Michael",1986,129637.058421333,"SLN","R",26,49,4,12,1,0,2,10,0,0,2,5,0,0,0,0,2,3,79,82,1,0.244897959183673,0.0408163265306122
"316","Dennis Patrick",1986,1224350.71640735,"TOR","R",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,86,76,1,0,0
"317","Kenneth Francis",1986,1377393.74572666,"LAN","L",103,283,34,74,13,2,4,29,10,5,22,39,3,1,0,4,5,5,73,89,1,0.261484098939929,0.0141342756183746
"318","Terry Lee",1986,511346.895090025,"SLN","R",96,205,24,43,7,1,2,17,3,1,20,41,2,1,1,3,5,3,79,82,1,0.209756097560976,0.00975609756097561
"319","James Rick",1986,1080308.82017777,"OAK","R",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,86,0,0,0
"320","Mark Edward",1986,523949.777786219,"SEA","R",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,67,95,1,0,0
"321","Carney Ray",1986,2592741.16842665,"OAK","R",151,591,80,168,16,4,19,72,16,7,39,51,2,5,1,4,16,3,76,86,0,0.284263959390863,0.0321489001692047
"322","David Jeffrey",1986,1188339.70219555,"SDN","L",24,8,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,74,88,1,0,0
"323","Timothy Jon",1986,334895.734255109,"MIN","R",76,193,21,47,10,0,10,29,1,0,24,56,0,3,1,2,5,6,71,91,1,0.243523316062176,0.0518134715025907
"324","Michael Eugene",1986,151243.234824888,"SLN","L",110,303,18,71,10,2,3,30,0,1,36,37,5,1,10,0,7,3,79,82,1,0.234323432343234,0.0099009900990099
"325","Thomas James",1986,216061.764035554,"SLN","R",46,39,5,11,1,0,0,3,8,1,2,8,0,0,2,1,0,3,79,82,1,0.282051282051282,0
"326","Rudy Karl",1986,777822.350527995,"KCA","L",87,307,42,80,26,5,1,36,14,6,29,22,0,2,2,1,5,3,76,86,1,0.260586319218241,0.00325732899022801
"327","Vance Aaron",1986,972277.938159994,"MON","R",112,360,37,81,17,2,5,44,3,5,37,66,1,1,2,2,9,4,78,83,1,0.225,0.0138888888888889
"328","Richard Max",1986,351100.366557776,"TOR","L",110,246,35,76,14,1,5,39,0,0,13,24,3,0,0,7,6,4,86,76,1,0.308943089430894,0.0203252032520325
"329","Manuel Lora",1986,129637.058421333,"TOR","B",35,78,8,16,0,1,1,7,0,1,4,10,0,0,2,1,5,4,86,76,1,0.205128205128205,0.0128205128205128
"330","Craig Lindsay",1986,842640.879738661,"SDN","L",84,8,1,1,0,0,1,1,0,0,0,4,0,0,1,0,0,4,74,88,1,0.125,0.125
"331","Charles Louis",1986,1663675.58307377,"KCA","R",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,86,1,0,0
"332","David Paul",1986,129637.058421333,"OAK","L",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,86,0,0,0
"333","Dennis Patrick",1986,1908544.86210818,"KCA","R",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,86,1,0,0
"334","Jeffrey",1986,1944555.87631999,"SFN","R",89,341,48,95,11,3,6,42,16,3,20,62,1,3,1,3,4,3,83,79,0,0.278592375366569,0.0175953079178886
"335","William Timothy",1986,1169434.29784244,"BOS","L",33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,66,0,1,0
"336","Stephen Paul",1986,162046.323026666,"MIN","R",156,453,53,103,20,5,8,33,3,1,52,76,2,1,9,0,8,6,71,91,1,0.227373068432671,0.0176600441501104
"337","David Earl",1986,1058702.64377422,"CHN","R",59,157,38,47,8,2,6,22,17,6,31,16,0,2,0,1,6,5,70,90,1,0.299363057324841,0.0382165605095541
"338","David Earl",1986,1058702.64377422,"HOU","R",37,98,11,23,2,1,1,13,8,2,12,9,0,0,2,1,3,1,96,66,0,0.23469387755102,0.0102040816326531
